,shop_name,rating,numbers_of_rating,price,shop_type,key_words,address,reviews
182,Karam Cafe,3.6,269,0,coffee shop,"Cosy, Casual, Groups","Northern Ring Rd, 2nd floor of MARCO / Alawwal Bank Building Prince Turki Ibn AbdulAziz AlAwwal Street West Nakheel Dist. Exit-2، Riyadh 11524","['These people are cheaters. They did not give us what we orderd. And they messed up our drinks. Portions are so small and prices are high. …MoreThese people are cheaters. They did not give us what we orderd. And they messed up our drinks. Portions are so small and prices are high.Never again!', 'Good food good atmosphere but the prices little expensive', 'They have a very tasty Moujaddara each wednesday']"
183,SASCO Palm,3.6,19,0,coffee shop,none,"Abi Bakr As Siddiq Branch Rd, Riyadh 12475","['Always late after prayer, takes 10 minutes to open', 'Very bad staf work very slowly', 'Getting worse!- Not accepting Visa/Master Card anymore. …MoreGetting worse!- Not accepting Visa/Master Card anymore.- Some fuel pumps closed (not in accordance with ministry of commerce standards)!- Some workers are new to the job and did not have enough training.']"
184,Alchemy Coffee Roasters @ pattern,4.0,194,0,coffee shop,none,"Al Yasmin, Riyadh 13322 2711","['The actual coffee taste amazing I wanted to try out the Iced Alchemy Latte but they ran out of it so I ordered an Iced Spanish Latte and it tasted good. The workers are very nice and were skilled at their gob, and the interior design is very unique.', 'Nice place, I tried Iced Spanish Latte it was decent', 'The coffee was ok Perfect for group meetings.Not so many seatings though …MoreThe coffee was ok Perfect for group meetings.Not so many seatings thoughThey sell some cute mugs, shirts, notes and other stuff.']"
185,Address Cafe,4.1,534,0,cafe,"Cosy, Casual, Groups","Al Mursilat, 6209 King Abdul Aziz Branch Rd 12461 2849 King Abdul Aziz Branch Rd, Al Mursalat Riyadh 12461 2849, Riyadh","['I take pistachio coffee. Very nice taste.', 'The best Ice white mocha ever 😍', 'Ordinary Latte but exceptional cookies.']"
186,Draft Café,4.2,1693,2,cafe,"Cosy, Casual, Groups","Al Ayinah, As Sulimaniyah, Riyadh 12223","['Okay after visiting plenty of coffee shops in Riyadh this one won my heart. It’s been my weekend relaxing spot for the last couple of month and so far I’ve enjoyed multiple food and beverages from their menu. Personal favorites …MoreOkay after visiting plenty of coffee shops in Riyadh this one won my heart. It’s been my weekend relaxing spot for the last couple of month and so far I’ve enjoyed multiple food and beverages from their menu. Personal favoritesCoffee: 3x33 flat white Snack: Four cheese sandwich Dessert: tiramisu', ""Really nice cafe. Good coffee. The cheesecake 8s mediocre. Service is excellent. The cafe is spacious with lots of tables between two floors. There's a terrace …MoreReally nice cafe. Good coffee. The cheesecake 8s mediocre. Service is excellent. The cafe is spacious with lots of tables between two floors. There's a terrace area if you want to sit outside. They have an elevator for taking to the second floor."", 'I love draft Cafe, I have a small comment : please make sure the calories are mentioned on all your products , many products has no calories tag. Other than that , you guys are one of the best cafes in Riyadh.']"
187,Costa Coffee,3.4,62,2,cafe,none,"8112 King Fahd Branch Rd, Riyadh 12343","['Costa coffee is usually a very good brand across the ME, but in KSA every branch of it is literally dirty. While they still have great quality moist muffins the coffee is however done badly, sitting area is dirty.', 'Bad taste & bad quality', 'Best coffee in town']"
188,SASCO Palm,4.1,17,0,coffee shop,none,"RiyadhFuel Service، Al Ihsa, Al Ihsa, Az Zahra Iyad Ibn Hanif، Riyadh 12815","[""Assalamu Alaikum , Dear management of Sasco Palm  I have a request  . please give training to This Sri Lankan Cashier , He don't know how to behave with customer . so arrogant  . If he ( Cashier) continue with  this attitude it will degrade the Goodwill of sasco Palm"", 'My work ', 'Good']"
189,Lavorio cafe,3.9,435,2,cafe,"Cosy, Casual, Groups","Prince Muhammad Bin Abdulaziz Rd, Al، Tahlia، Riyadh 12331","[""I'm used to visit this café in the morning, quite and nice, friendly Barista, the price moderate, 4 stars because there is only one type of coffee varietal served"", 'Best coffee recommended by abu 3jah', 'I have ordered Cortado coffee & it was less than average (it was thin, very milky, laking enough foam & very hot). The quality of beans also was less than most of what other speciality cafés do offer. …MoreI have ordered Cortado coffee & it was less than average (it was thin, very milky, laking enough foam & very hot). The quality of beans also was less than most of what other speciality cafés do offer.I would give them 4 stars for a regular café but not as a specialty café at all.The atmosphere was nice anyway (indoor/outdoor)']"
190,Key Café,3.6,89,0,cafe,"Cosy, Casual, Good for kids",Riyadh 12712,"['Nice and buty... They have a nice morning coffee ☕', 'One of the worst coffee I ever tasted.  it tasted burned and smokey. the hotdog was ok but overpriced.', 'Fast and good']"
191,Kiva han cafe,3.8,343,2,cafe,"Cosy, Casual, Groups","As Sulimaniyah, Riyadh 12223","['I would consider myself a regular here but sadly not anymore because the manager has a very disgusting and disrespectful attitude. Never again. If you’re a genuine and fun person, this place is no longer for you', 'Nice place, cool design. The coffees are good and cakes are delicious.', ""Visited Kivahan Coffee last night and I am in love with this place  ☕️ About the Cafe:A beautiful in & outdoor seating cafe with over 18 varieties of coffee beans and …MoreVisited Kivahan Coffee last night and I am in love with this place  ☕️ About the Cafe:A beautiful in & outdoor seating cafe with over 18 varieties of coffee beans and so many types of coffee filters and desserts!.⭐️ Highlight:The Japanese Vacuum Pot - part science and part coffee which is the brewing method where pressure takes all over the brewing process gives a satisfying cup of coffee ☕️ Also, they have amazing merchandise which you can buy at the cafe itself  ..What I Ordered: 🔻Honey Cake - 24 sar🔻Peanut Butter Cake - 22 sar🔻Japanese Vacuum Pot - 15-17-19 sar🔻Spanish Latte (cold) - 19-21-23 sar🔻Saffron Hot drink - 20-22-24 sar With my every visit... the satisfaction, quality, support and service only gets better.⭐️Highlight:If you are a coffee lover or a cafe explorer and haven't been to Kiva Han yet, you surely are missing out on something!Do visit this cafe I am sure you can never have a bad experience!.📍Location - Kiva Han Coffee, Tahlia, Riyadh💰Cost For two- 40-80 (approx)Instagram Handle - @kivahancoffeesa.🌟Special Thanks to @elhaganmohannad  @fahadtheleopard and the entire staff   .Strongly recommended from my side  ""]"
192,Wayne's Coffee,4.7,3,0,cafe,"Cosy, Casual","Takhassusi St, المعذر الشمالي،, Al، Riyadh 12332","['(Translated by Google) Great place to drink coffee(Original) …More(Translated by Google) Great place to drink coffee(Original)رائع و مميز من الاماكن التى أحب شرب القهوة بها', '(Translated by Google) The best coffee and the staff are very quick and their service is sweet …More(Translated by Google) The best coffee and the staff are very quick and their service is sweet(Original)افضل قهوة والطاقم جدا سريع و خدمتهم حلوه', '(Translated by Google) Nice coffee ☕️ After the renovation decoration be a champion …More(Translated by Google) Nice coffee ☕️ After the renovation decoration be a champion(Original)Nice coffee ☕️  وبعد التجديد الديكور صاير بطل']"
193,Saadeddin Pastry Head Office,4.2,164,2,coffee shop,none,"طلحة بن عبيد الله، Al Fayha, Riyadh 14253","['Ambiance convenience... No traffic congestion for the commuters', 'Soo sweet this pastry', 'Very accessible and no traffic congestion']"
194,قهوة بيت العمدة,3.0,1,0,coffee shop,none,مجمع الأندلس، العليا، Riyadh 12215,[nan]
195,Second Cup,4.3,17,0,cafe,"Cosy, Casual, Good for kids","Al Yasmin, حي، Riyadh","[""Wow “” Second cup coffee it’s too good.. their #Green tea latte.. it's awesome 🌟 🌟🌟🌟 I suggest Second Cup   "", 'Best coffee Nice and comfortable Friendly staff', 'The best coffe shop 👍']"
196,The coffeeholics,4.0,1100,2,cafe,"Cosy, Casual, Groups",Riyadh 12362,"[""Enjoyed the coffee, not the best but it's a good one, the place is usually filled in the weekend so I wouldn't advise visiting in the weekend. Nice decoration and overall a good place to grab a cup of coffee and hang out with friends. Two floors upper one is for families and the lower for guys."", 'Their coffee is different from the other. Well decorated and definitely I want to come again! Try spinach latte less sweet with extra shot 👍  ', ""I like the interior of the place inside. I like also their choice of music. The first time i went to this place we order their best seller which is iced …MoreI like the interior of the place inside. I like also their choice of music. The first time i went to this place we order their best seller which is iced pistachio and it taste is good,but i went the second time around i order the same but me and my friend didn't like the taste of it. It was so bad it didn't taste like the 1st time i order it. It was so dissappointing.""]"
197,12 Cups,4.1,42,0,coffee shop,"Cash only, Breakfast, Outdoor seating","Amr Aldamri St, Unit 2G17, Riyadh 12511","['Nice place, friendly staff, good spanish latte but a bit slow service', 'Pretty nice place with good music and coffee', 'Slow service, staff need training , high price']"
